Country,Technology,Month,Real (TWh),Model (TWh),Diff (TWh),Diff (%)
Portugal,Wind,2024-03,1.58,1.748115686437997,0.1681156864379969,10.640233318860563
Portugal,Hydro,2024-03,2.07,0.8257023727973952,-1.2442976272026045,-60.11099648321762
Portugal,Solar,2024-03,0.47,0.6521983148969985,0.18219831489699856,38.765598914255015
Portugal,Gas,2024-03,0.46,0.0,-0.46,-100.0
Portugal,Bioenergy,2024-03,0.25,0.0,-0.25,-100.0
