Country,ISO3 Code,Datetime (UTC),Datetime (Local),Price (EUR/MWhe)
Portugal,PRT,20/3/24 08:00,20/3/24 08:00,61.76
Portugal,PRT,20/3/24 09:00,20/3/24 09:00,35.7
Portugal,PRT,20/3/24 10:00,20/3/24 10:00,35
Portugal,PRT,20/3/24 11:00,20/3/24 11:00,33.26
Portugal,PRT,20/3/24 12:00,20/3/24 12:00,27
Portugal,PRT,20/3/24 13:00,20/3/24 13:00,27.28
Portugal,PRT,20/3/24 14:00,20/3/24 14:00,28.69
Portugal,PRT,20/3/24 15:00,20/3/24 15:00,34.15
Portugal,PRT,20/3/24 16:00,20/3/24 16:00,35.43
Portugal,PRT,20/3/24 17:00,20/3/24 17:00,61.02
Portugal,PRT,20/3/24 18:00,20/3/24 18:00,97.01
Portugal,PRT,20/3/24 19:00,20/3/24 19:00,100.76
Portugal,PRT,20/3/24 20:00,20/3/24 20:00,79.25
Portugal,PRT,20/3/24 21:00,20/3/24 21:00,68
Portugal,PRT,20/3/24 22:00,20/3/24 22:00,50
Portugal,PRT,20/3/24 23:00,20/3/24 23:00,35
Portugal,PRT,21/3/24 00:00,21/3/24 00:00,34.47
Portugal,PRT,21/3/24 01:00,21/3/24 01:00,33.97
Portugal,PRT,21/3/24 02:00,21/3/24 02:00,34.17
Portugal,PRT,21/3/24 03:00,21/3/24 03:00,34.07
Portugal,PRT,21/3/24 04:00,21/3/24 04:00,35
Portugal,PRT,21/3/24 05:00,21/3/24 05:00,35
Portugal,PRT,21/3/24 06:00,21/3/24 06:00,55.96
Portugal,PRT,21/3/24 07:00,21/3/24 07:00,45.02
Portugal,PRT,21/3/24 08:00,21/3/24 08:00,35
Portugal,PRT,21/3/24 09:00,21/3/24 09:00,30
Portugal,PRT,21/3/24 10:00,21/3/24 10:00,17.27
Portugal,PRT,21/3/24 11:00,21/3/24 11:00,15.99
Portugal,PRT,21/3/24 12:00,21/3/24 12:00,14
Portugal,PRT,21/3/24 13:00,21/3/24 13:00,10.83
Portugal,PRT,21/3/24 14:00,21/3/24 14:00,10.61
Portugal,PRT,21/3/24 15:00,21/3/24 15:00,15.98
Portugal,PRT,21/3/24 16:00,21/3/24 16:00,26.1
Portugal,PRT,21/3/24 17:00,21/3/24 17:00,35
Portugal,PRT,21/3/24 18:00,21/3/24 18:00,70.4
Portugal,PRT,21/3/24 19:00,21/3/24 19:00,84
Portugal,PRT,21/3/24 20:00,21/3/24 20:00,65.86
Portugal,PRT,21/3/24 21:00,21/3/24 21:00,48
Portugal,PRT,21/3/24 22:00,21/3/24 22:00,40
Portugal,PRT,21/3/24 23:00,21/3/24 23:00,25
Portugal,PRT,22/3/24 00:00,22/3/24 00:00,20.1
Portugal,PRT,22/3/24 01:00,22/3/24 01:00,17.2
Portugal,PRT,22/3/24 02:00,22/3/24 02:00,16.7
Portugal,PRT,22/3/24 03:00,22/3/24 03:00,18.9
Portugal,PRT,22/3/24 04:00,22/3/24 04:00,25
Portugal,PRT,22/3/24 05:00,22/3/24 05:00,35
Portugal,PRT,22/3/24 06:00,22/3/24 06:00,36.76
Portugal,PRT,22/3/24 07:00,22/3/24 07:00,35
Portugal,PRT,22/3/24 08:00,22/3/24 08:00,20
Portugal,PRT,22/3/24 09:00,22/3/24 09:00,14.5
Portugal,PRT,22/3/24 10:00,22/3/24 10:00,7
Portugal,PRT,22/3/24 11:00,22/3/24 11:00,3.35
Portugal,PRT,22/3/24 12:00,22/3/24 12:00,2.44
Portugal,PRT,22/3/24 13:00,22/3/24 13:00,1.1
Portugal,PRT,22/3/24 14:00,22/3/24 14:00,3.19
Portugal,PRT,22/3/24 15:00,22/3/24 15:00,3.35
Portugal,PRT,22/3/24 16:00,22/3/24 16:00,14.7
Portugal,PRT,22/3/24 17:00,22/3/24 17:00,35
Portugal,PRT,22/3/24 18:00,22/3/24 18:00,57.3
Portugal,PRT,22/3/24 19:00,22/3/24 19:00,53.92
Portugal,PRT,22/3/24 20:00,22/3/24 20:00,35
Portugal,PRT,22/3/24 21:00,22/3/24 21:00,29.16
Portugal,PRT,22/3/24 22:00,22/3/24 22:00,15.6
Portugal,PRT,22/3/24 23:00,22/3/24 23:00,3.2
Portugal,PRT,23/3/24 00:00,23/3/24 00:00,3.03
Portugal,PRT,23/3/24 01:00,23/3/24 01:00,0.9
Portugal,PRT,23/3/24 02:00,23/3/24 02:00,2.71
Portugal,PRT,23/3/24 03:00,23/3/24 03:00,2.05
Portugal,PRT,23/3/24 04:00,23/3/24 04:00,2
Portugal,PRT,23/3/24 05:00,23/3/24 05:00,2.1
Portugal,PRT,23/3/24 06:00,23/3/24 06:00,2.3
Portugal,PRT,23/3/24 07:00,23/3/24 07:00,0.43
Portugal,PRT,23/3/24 08:00,23/3/24 08:00,0
Portugal,PRT,23/3/24 09:00,23/3/24 09:00,0
Portugal,PRT,23/3/24 10:00,23/3/24 10:00,0
Portugal,PRT,23/3/24 11:00,23/3/24 11:00,0
Portugal,PRT,23/3/24 12:00,23/3/24 12:00,0
Portugal,PRT,23/3/24 13:00,23/3/24 13:00,0
Portugal,PRT,23/3/24 14:00,23/3/24 14:00,0
Portugal,PRT,23/3/24 15:00,23/3/24 15:00,0
Portugal,PRT,23/3/24 16:00,23/3/24 16:00,0.43
Portugal,PRT,23/3/24 17:00,23/3/24 17:00,3.19
Portugal,PRT,23/3/24 18:00,23/3/24 18:00,3.2
Portugal,PRT,23/3/24 19:00,23/3/24 19:00,9.01
Portugal,PRT,23/3/24 20:00,23/3/24 20:00,7.18
Portugal,PRT,23/3/24 21:00,23/3/24 21:00,3.2
Portugal,PRT,23/3/24 22:00,23/3/24 22:00,3.2
Portugal,PRT,23/3/24 23:00,23/3/24 23:00,0.16
Portugal,PRT,24/3/24 00:00,24/3/24 00:00,0
Portugal,PRT,24/3/24 01:00,24/3/24 01:00,0
Portugal,PRT,24/3/24 02:00,24/3/24 02:00,0
Portugal,PRT,24/3/24 03:00,24/3/24 03:00,0
Portugal,PRT,24/3/24 04:00,24/3/24 04:00,0
Portugal,PRT,24/3/24 05:00,24/3/24 05:00,0.01
Portugal,PRT,24/3/24 06:00,24/3/24 06:00,0.1
Portugal,PRT,24/3/24 07:00,24/3/24 07:00,0
Portugal,PRT,24/3/24 08:00,24/3/24 08:00,0
Portugal,PRT,24/3/24 09:00,24/3/24 09:00,0
Portugal,PRT,24/3/24 10:00,24/3/24 10:00,0
Portugal,PRT,24/3/24 11:00,24/3/24 11:00,0
Portugal,PRT,24/3/24 12:00,24/3/24 12:00,0
Portugal,PRT,24/3/24 13:00,24/3/24 13:00,0
Portugal,PRT,24/3/24 14:00,24/3/24 14:00,0
Portugal,PRT,24/3/24 15:00,24/3/24 15:00,0
Portugal,PRT,24/3/24 16:00,24/3/24 16:00,0.43
Portugal,PRT,24/3/24 17:00,24/3/24 17:00,3.2
Portugal,PRT,24/3/24 18:00,24/3/24 18:00,16.7
Portugal,PRT,24/3/24 19:00,24/3/24 19:00,34.27
Portugal,PRT,24/3/24 20:00,24/3/24 20:00,34.27
Portugal,PRT,24/3/24 21:00,24/3/24 21:00,35
Portugal,PRT,24/3/24 22:00,24/3/24 22:00,28.35
Portugal,PRT,24/3/24 23:00,24/3/24 23:00,35
Portugal,PRT,25/3/24 00:00,25/3/24 00:00,30
Portugal,PRT,25/3/24 01:00,25/3/24 01:00,28.26
Portugal,PRT,25/3/24 02:00,25/3/24 02:00,30.5
Portugal,PRT,25/3/24 03:00,25/3/24 03:00,28.35
Portugal,PRT,25/3/24 04:00,25/3/24 04:00,34.47
Portugal,PRT,25/3/24 05:00,25/3/24 05:00,35
Portugal,PRT,25/3/24 06:00,25/3/24 06:00,35.61
Portugal,PRT,25/3/24 07:00,25/3/24 07:00,44.96
Portugal,PRT,25/3/24 08:00,25/3/24 08:00,35
Portugal,PRT,25/3/24 09:00,25/3/24 09:00,20
Portugal,PRT,25/3/24 10:00,25/3/24 10:00,13.3
Portugal,PRT,25/3/24 11:00,25/3/24 11:00,12.21
Portugal,PRT,25/3/24 12:00,25/3/24 12:00,4
Portugal,PRT,25/3/24 13:00,25/3/24 13:00,3.2
Portugal,PRT,25/3/24 14:00,25/3/24 14:00,2.1
Portugal,PRT,25/3/24 15:00,25/3/24 15:00,3.12
Portugal,PRT,25/3/24 16:00,25/3/24 16:00,3.2
Portugal,PRT,25/3/24 17:00,25/3/24 17:00,3.2
Portugal,PRT,25/3/24 18:00,25/3/24 18:00,20.02
Portugal,PRT,25/3/24 19:00,25/3/24 19:00,35
Portugal,PRT,25/3/24 20:00,25/3/24 20:00,29.11
Portugal,PRT,25/3/24 21:00,25/3/24 21:00,17.2
Portugal,PRT,25/3/24 22:00,25/3/24 22:00,12.9
Portugal,PRT,25/3/24 23:00,25/3/24 23:00,3.2
Portugal,PRT,26/3/24 00:00,26/3/24 00:00,3.19
Portugal,PRT,26/3/24 01:00,26/3/24 01:00,1.54
Portugal,PRT,26/3/24 02:00,26/3/24 02:00,1
Portugal,PRT,26/3/24 03:00,26/3/24 03:00,0.98
Portugal,PRT,26/3/24 04:00,26/3/24 04:00,0.98
Portugal,PRT,26/3/24 05:00,26/3/24 05:00,3.2
Portugal,PRT,26/3/24 06:00,26/3/24 06:00,4
Portugal,PRT,26/3/24 07:00,26/3/24 07:00,3.2
Portugal,PRT,26/3/24 08:00,26/3/24 08:00,1.2
Portugal,PRT,26/3/24 09:00,26/3/24 09:00,0.2
Portugal,PRT,26/3/24 10:00,26/3/24 10:00,0
Portugal,PRT,26/3/24 11:00,26/3/24 11:00,0
Portugal,PRT,26/3/24 12:00,26/3/24 12:00,0
Portugal,PRT,26/3/24 13:00,26/3/24 13:00,0
Portugal,PRT,26/3/24 14:00,26/3/24 14:00,0
Portugal,PRT,26/3/24 15:00,26/3/24 15:00,0
Portugal,PRT,26/3/24 16:00,26/3/24 16:00,0.55
Portugal,PRT,26/3/24 17:00,26/3/24 17:00,2
Portugal,PRT,26/3/24 18:00,26/3/24 18:00,5
Portugal,PRT,26/3/24 19:00,26/3/24 19:00,14
Portugal,PRT,26/3/24 20:00,26/3/24 20:00,7.5
Portugal,PRT,26/3/24 21:00,26/3/24 21:00,3.2
Portugal,PRT,26/3/24 22:00,26/3/24 22:00,1.69
Portugal,PRT,26/3/24 23:00,26/3/24 23:00,3.2
Portugal,PRT,27/3/24 00:00,27/3/24 00:00,0.57
Portugal,PRT,27/3/24 01:00,27/3/24 01:00,0.01
Portugal,PRT,27/3/24 02:00,27/3/24 02:00,0
Portugal,PRT,27/3/24 03:00,27/3/24 03:00,0
Portugal,PRT,27/3/24 04:00,27/3/24 04:00,0
Portugal,PRT,27/3/24 05:00,27/3/24 05:00,0.1
Portugal,PRT,27/3/24 06:00,27/3/24 06:00,0.54
Portugal,PRT,27/3/24 07:00,27/3/24 07:00,0.43
Portugal,PRT,27/3/24 08:00,27/3/24 08:00,0.13
Portugal,PRT,27/3/24 09:00,27/3/24 09:00,0
Portugal,PRT,27/3/24 10:00,27/3/24 10:00,0
Portugal,PRT,27/3/24 11:00,27/3/24 11:00,0
Portugal,PRT,27/3/24 12:00,27/3/24 12:00,0
Portugal,PRT,27/3/24 13:00,27/3/24 13:00,0
Portugal,PRT,27/3/24 14:00,27/3/24 14:00,0
Portugal,PRT,27/3/24 15:00,27/3/24 15:00,0
Portugal,PRT,27/3/24 16:00,27/3/24 16:00,0
Portugal,PRT,27/3/24 17:00,27/3/24 17:00,0.43
Portugal,PRT,27/3/24 18:00,27/3/24 18:00,3.17
Portugal,PRT,27/3/24 19:00,27/3/24 19:00,3.2
Portugal,PRT,27/3/24 20:00,27/3/24 20:00,3.2
Portugal,PRT,27/3/24 21:00,27/3/24 21:00,3.02
Portugal,PRT,27/3/24 22:00,27/3/24 22:00,0.12
Portugal,PRT,27/3/24 23:00,27/3/24 23:00,0.4
Portugal,PRT,28/3/24 00:00,28/3/24 00:00,0
Portugal,PRT,28/3/24 01:00,28/3/24 01:00,0
Portugal,PRT,28/3/24 02:00,28/3/24 02:00,0
Portugal,PRT,28/3/24 03:00,28/3/24 03:00,0
Portugal,PRT,28/3/24 04:00,28/3/24 04:00,0
Portugal,PRT,28/3/24 05:00,28/3/24 05:00,0.02
Portugal,PRT,28/3/24 06:00,28/3/24 06:00,0.34
Portugal,PRT,28/3/24 07:00,28/3/24 07:00,0.19
Portugal,PRT,28/3/24 08:00,28/3/24 08:00,0
Portugal,PRT,28/3/24 09:00,28/3/24 09:00,0
Portugal,PRT,28/3/24 10:00,28/3/24 10:00,0
Portugal,PRT,28/3/24 11:00,28/3/24 11:00,0
Portugal,PRT,28/3/24 12:00,28/3/24 12:00,0
Portugal,PRT,28/3/24 13:00,28/3/24 13:00,0
Portugal,PRT,28/3/24 14:00,28/3/24 14:00,0
Portugal,PRT,28/3/24 15:00,28/3/24 15:00,0
Portugal,PRT,28/3/24 16:00,28/3/24 16:00,0.02
Portugal,PRT,28/3/24 17:00,28/3/24 17:00,0.6
Portugal,PRT,28/3/24 18:00,28/3/24 18:00,3.2
Portugal,PRT,28/3/24 19:00,28/3/24 19:00,3.2
Portugal,PRT,28/3/24 20:00,28/3/24 20:00,3.2
Portugal,PRT,28/3/24 21:00,28/3/24 21:00,3.2
Portugal,PRT,28/3/24 22:00,28/3/24 22:00,1.47
Portugal,PRT,28/3/24 23:00,28/3/24 23:00,2
Portugal,PRT,29/3/24 00:00,29/3/24 00:00,0.58
Portugal,PRT,29/3/24 01:00,29/3/24 01:00,0.52
Portugal,PRT,29/3/24 02:00,29/3/24 02:00,0.5
Portugal,PRT,29/3/24 03:00,29/3/24 03:00,0.57
Portugal,PRT,29/3/24 04:00,29/3/24 04:00,1
Portugal,PRT,29/3/24 05:00,29/3/24 05:00,2
Portugal,PRT,29/3/24 06:00,29/3/24 06:00,3.1
Portugal,PRT,29/3/24 07:00,29/3/24 07:00,1.47
Portugal,PRT,29/3/24 08:00,29/3/24 08:00,1
Portugal,PRT,29/3/24 09:00,29/3/24 09:00,0.9
Portugal,PRT,29/3/24 10:00,29/3/24 10:00,0.77
Portugal,PRT,29/3/24 11:00,29/3/24 11:00,0.53
Portugal,PRT,29/3/24 12:00,29/3/24 12:00,0.5
Portugal,PRT,29/3/24 13:00,29/3/24 13:00,0.47
Portugal,PRT,29/3/24 14:00,29/3/24 14:00,0.4
Portugal,PRT,29/3/24 15:00,29/3/24 15:00,0.4
Portugal,PRT,29/3/24 16:00,29/3/24 16:00,0.5
Portugal,PRT,29/3/24 17:00,29/3/24 17:00,3.2
Portugal,PRT,29/3/24 18:00,29/3/24 18:00,6.82
Portugal,PRT,29/3/24 19:00,29/3/24 19:00,17.47
Portugal,PRT,29/3/24 20:00,29/3/24 20:00,21.42
Portugal,PRT,29/3/24 21:00,29/3/24 21:00,16
Portugal,PRT,29/3/24 22:00,29/3/24 22:00,15.14
Portugal,PRT,29/3/24 23:00,29/3/24 23:00,10.6
Portugal,PRT,30/3/24 00:00,30/3/24 00:00,6.66
Portugal,PRT,30/3/24 01:00,30/3/24 01:00,4.91
Portugal,PRT,30/3/24 02:00,30/3/24 02:00,3.2
Portugal,PRT,30/3/24 03:00,30/3/24 03:00,3.2
Portugal,PRT,30/3/24 04:00,30/3/24 04:00,4
Portugal,PRT,30/3/24 05:00,30/3/24 05:00,6
Portugal,PRT,30/3/24 06:00,30/3/24 06:00,5.04
Portugal,PRT,30/3/24 07:00,30/3/24 07:00,3.2
Portugal,PRT,30/3/24 08:00,30/3/24 08:00,1
Portugal,PRT,30/3/24 09:00,30/3/24 09:00,0.58
Portugal,PRT,30/3/24 10:00,30/3/24 10:00,0.43
Portugal,PRT,30/3/24 11:00,30/3/24 11:00,0.43
Portugal,PRT,30/3/24 12:00,30/3/24 12:00,0.43
Portugal,PRT,30/3/24 13:00,30/3/24 13:00,0.43
Portugal,PRT,30/3/24 14:00,30/3/24 14:00,0.43
Portugal,PRT,30/3/24 15:00,30/3/24 15:00,0.5
Portugal,PRT,30/3/24 16:00,30/3/24 16:00,1.47
Portugal,PRT,30/3/24 17:00,30/3/24 17:00,3.5
Portugal,PRT,30/3/24 18:00,30/3/24 18:00,9.36
Portugal,PRT,30/3/24 19:00,30/3/24 19:00,16.7
Portugal,PRT,30/3/24 20:00,30/3/24 20:00,16.27
Portugal,PRT,30/3/24 21:00,30/3/24 21:00,6.66
Portugal,PRT,30/3/24 22:00,30/3/24 22:00,3.38
Portugal,PRT,30/3/24 23:00,30/3/24 23:00,3.2
Portugal,PRT,31/3/24 00:00,31/3/24 00:00,1.63
Portugal,PRT,31/3/24 01:00,31/3/24 02:00,0.5
Portugal,PRT,31/3/24 02:00,31/3/24 03:00,0.5
Portugal,PRT,31/3/24 03:00,31/3/24 04:00,0.5
Portugal,PRT,31/3/24 04:00,31/3/24 05:00,0.6
Portugal,PRT,31/3/24 05:00,31/3/24 06:00,0.5
Portugal,PRT,31/3/24 06:00,31/3/24 07:00,0.6
Portugal,PRT,31/3/24 07:00,31/3/24 08:00,0.5
Portugal,PRT,31/3/24 08:00,31/3/24 09:00,0.5
Portugal,PRT,31/3/24 09:00,31/3/24 10:00,0.4
Portugal,PRT,31/3/24 10:00,31/3/24 11:00,0
Portugal,PRT,31/3/24 11:00,31/3/24 12:00,0
Portugal,PRT,31/3/24 12:00,31/3/24 13:00,0
Portugal,PRT,31/3/24 13:00,31/3/24 14:00,0
Portugal,PRT,31/3/24 14:00,31/3/24 15:00,0
Portugal,PRT,31/3/24 15:00,31/3/24 16:00,0
Portugal,PRT,31/3/24 16:00,31/3/24 17:00,0
Portugal,PRT,31/3/24 17:00,31/3/24 18:00,0
Portugal,PRT,31/3/24 18:00,31/3/24 19:00,1.69
Portugal,PRT,31/3/24 19:00,31/3/24 20:00,3.2
Portugal,PRT,31/3/24 20:00,31/3/24 21:00,3.2
Portugal,PRT,31/3/24 21:00,31/3/24 22:00,1.63
Portugal,PRT,31/3/24 22:00,31/3/24 23:00,0.7
Portugal,PRT,31/3/24 23:00,1/4/24 00:00,0.02
Portugal,PRT,1/4/24 00:00,1/4/24 01:00,0
Portugal,PRT,1/4/24 01:00,1/4/24 02:00,0
Portugal,PRT,1/4/24 02:00,1/4/24 03:00,0
Portugal,PRT,1/4/24 03:00,1/4/24 04:00,0
Portugal,PRT,1/4/24 04:00,1/4/24 05:00,0.13
Portugal,PRT,1/4/24 05:00,1/4/24 06:00,1.19
Portugal,PRT,1/4/24 06:00,1/4/24 07:00,0.94
Portugal,PRT,1/4/24 07:00,1/4/24 08:00,0.13
Portugal,PRT,1/4/24 08:00,1/4/24 09:00,0
Portugal,PRT,1/4/24 09:00,1/4/24 10:00,0
Portugal,PRT,1/4/24 10:00,1/4/24 11:00,0
Portugal,PRT,1/4/24 11:00,1/4/24 12:00,0
Portugal,PRT,1/4/24 12:00,1/4/24 13:00,0
Portugal,PRT,1/4/24 13:00,1/4/24 14:00,0
Portugal,PRT,1/4/24 14:00,1/4/24 15:00,0
Portugal,PRT,1/4/24 15:00,1/4/24 16:00,0
Portugal,PRT,1/4/24 16:00,1/4/24 17:00,0
Portugal,PRT,1/4/24 17:00,1/4/24 18:00,0.44
Portugal,PRT,1/4/24 18:00,1/4/24 19:00,11.33
Portugal,PRT,1/4/24 19:00,1/4/24 20:00,21.43
Portugal,PRT,1/4/24 20:00,1/4/24 21:00,17.47
Portugal,PRT,1/4/24 21:00,1/4/24 22:00,12.58
Portugal,PRT,1/4/24 22:00,1/4/24 23:00,3.6
Portugal,PRT,1/4/24 23:00,2/4/24 00:00,3.25
Portugal,PRT,2/4/24 00:00,2/4/24 01:00,3.25
Portugal,PRT,2/4/24 01:00,2/4/24 02:00,1.63
Portugal,PRT,2/4/24 02:00,2/4/24 03:00,2
Portugal,PRT,2/4/24 03:00,2/4/24 04:00,3
Portugal,PRT,2/4/24 04:00,2/4/24 05:00,2.87
Portugal,PRT,2/4/24 05:00,2/4/24 06:00,3
Portugal,PRT,2/4/24 06:00,2/4/24 07:00,8.69
Portugal,PRT,2/4/24 07:00,2/4/24 08:00,10.02
Portugal,PRT,2/4/24 08:00,2/4/24 09:00,1.63
Portugal,PRT,2/4/24 09:00,2/4/24 10:00,0.44
Portugal,PRT,2/4/24 10:00,2/4/24 11:00,0.44
Portugal,PRT,2/4/24 11:00,2/4/24 12:00,0.01
Portugal,PRT,2/4/24 12:00,2/4/24 13:00,0
Portugal,PRT,2/4/24 13:00,2/4/24 14:00,0
Portugal,PRT,2/4/24 14:00,2/4/24 15:00,0.01
Portugal,PRT,2/4/24 15:00,2/4/24 16:00,0.94
Portugal,PRT,2/4/24 16:00,2/4/24 17:00,2.77
Portugal,PRT,2/4/24 17:00,2/4/24 18:00,8.69
Portugal,PRT,2/4/24 18:00,2/4/24 19:00,32.67
Portugal,PRT,2/4/24 19:00,2/4/24 20:00,33.42
Portugal,PRT,2/4/24 20:00,2/4/24 21:00,29.6
Portugal,PRT,2/4/24 21:00,2/4/24 22:00,5
Portugal,PRT,2/4/24 22:00,2/4/24 23:00,3.25
Portugal,PRT,2/4/24 23:00,3/4/24 00:00,1.68
Portugal,PRT,3/4/24 00:00,3/4/24 01:00,1.35
Portugal,PRT,3/4/24 01:00,3/4/24 02:00,1
Portugal,PRT,3/4/24 02:00,3/4/24 03:00,0.09
Portugal,PRT,3/4/24 03:00,3/4/24 04:00,1
Portugal,PRT,3/4/24 04:00,3/4/24 05:00,3.25
Portugal,PRT,3/4/24 05:00,3/4/24 06:00,28.07
Portugal,PRT,3/4/24 06:00,3/4/24 07:00,32.08
Portugal,PRT,3/4/24 07:00,3/4/24 08:00,5.5
Portugal,PRT,3/4/24 08:00,3/4/24 09:00,2
Portugal,PRT,3/4/24 09:00,3/4/24 10:00,0.44
Portugal,PRT,3/4/24 10:00,3/4/24 11:00,0
Portugal,PRT,3/4/24 11:00,3/4/24 12:00,0
Portugal,PRT,3/4/24 12:00,3/4/24 13:00,0
Portugal,PRT,3/4/24 13:00,3/4/24 14:00,0
Portugal,PRT,3/4/24 14:00,3/4/24 15:00,0
Portugal,PRT,3/4/24 15:00,3/4/24 16:00,0
Portugal,PRT,3/4/24 16:00,3/4/24 17:00,0.4
Portugal,PRT,3/4/24 17:00,3/4/24 18:00,6.76
Portugal,PRT,3/4/24 18:00,3/4/24 19:00,35
Portugal,PRT,3/4/24 19:00,3/4/24 20:00,35
Portugal,PRT,3/4/24 20:00,3/4/24 21:00,31.62
Portugal,PRT,3/4/24 21:00,3/4/24 22:00,25.43
Portugal,PRT,3/4/24 22:00,3/4/24 23:00,2.6
Portugal,PRT,3/4/24 23:00,4/4/24 00:00,0.44
Portugal,PRT,4/4/24 00:00,4/4/24 01:00,3.25
Portugal,PRT,4/4/24 01:00,4/4/24 02:00,4.99
Portugal,PRT,4/4/24 02:00,4/4/24 03:00,3.25
Portugal,PRT,4/4/24 03:00,4/4/24 04:00,3.25
Portugal,PRT,4/4/24 04:00,4/4/24 05:00,3.25
Portugal,PRT,4/4/24 05:00,4/4/24 06:00,10.18
Portugal,PRT,4/4/24 06:00,4/4/24 07:00,13.47
Portugal,PRT,4/4/24 07:00,4/4/24 08:00,3.74
Portugal,PRT,4/4/24 08:00,4/4/24 09:00,0.44
Portugal,PRT,4/4/24 09:00,4/4/24 10:00,0
Portugal,PRT,4/4/24 10:00,4/4/24 11:00,0
Portugal,PRT,4/4/24 11:00,4/4/24 12:00,0
Portugal,PRT,4/4/24 12:00,4/4/24 13:00,0
Portugal,PRT,4/4/24 13:00,4/4/24 14:00,0
Portugal,PRT,4/4/24 14:00,4/4/24 15:00,0
Portugal,PRT,4/4/24 15:00,4/4/24 16:00,0
Portugal,PRT,4/4/24 16:00,4/4/24 17:00,0
Portugal,PRT,4/4/24 17:00,4/4/24 18:00,3.25
Portugal,PRT,4/4/24 18:00,4/4/24 19:00,10
Portugal,PRT,4/4/24 19:00,4/4/24 20:00,25
Portugal,PRT,4/4/24 20:00,4/4/24 21:00,4.6
Portugal,PRT,4/4/24 21:00,4/4/24 22:00,3.25
Portugal,PRT,4/4/24 22:00,4/4/24 23:00,0.44
Portugal,PRT,4/4/24 23:00,5/4/24 00:00,0.48
Portugal,PRT,5/4/24 00:00,5/4/24 01:00,0.01
Portugal,PRT,5/4/24 01:00,5/4/24 02:00,0
Portugal,PRT,5/4/24 02:00,5/4/24 03:00,0
Portugal,PRT,5/4/24 03:00,5/4/24 04:00,0
Portugal,PRT,5/4/24 04:00,5/4/24 05:00,0
Portugal,PRT,5/4/24 05:00,5/4/24 06:00,0
Portugal,PRT,5/4/24 06:00,5/4/24 07:00,0.04
Portugal,PRT,5/4/24 07:00,5/4/24 08:00,0
Portugal,PRT,5/4/24 08:00,5/4/24 09:00,0
Portugal,PRT,5/4/24 09:00,5/4/24 10:00,0
Portugal,PRT,5/4/24 10:00,5/4/24 11:00,0
Portugal,PRT,5/4/24 11:00,5/4/24 12:00,0
Portugal,PRT,5/4/24 12:00,5/4/24 13:00,-0.01
Portugal,PRT,5/4/24 13:00,5/4/24 14:00,-0.01
Portugal,PRT,5/4/24 14:00,5/4/24 15:00,0
Portugal,PRT,5/4/24 15:00,5/4/24 16:00,0
Portugal,PRT,5/4/24 16:00,5/4/24 17:00,0
Portugal,PRT,5/4/24 17:00,5/4/24 18:00,0
Portugal,PRT,5/4/24 18:00,5/4/24 19:00,0.02
Portugal,PRT,5/4/24 19:00,5/4/24 20:00,0.55
Portugal,PRT,5/4/24 20:00,5/4/24 21:00,1
Portugal,PRT,5/4/24 21:00,5/4/24 22:00,0
Portugal,PRT,5/4/24 22:00,5/4/24 23:00,0
Portugal,PRT,5/4/24 23:00,6/4/24 00:00,0
Portugal,PRT,6/4/24 00:00,6/4/24 01:00,0
Portugal,PRT,6/4/24 01:00,6/4/24 02:00,0
Portugal,PRT,6/4/24 02:00,6/4/24 03:00,0
Portugal,PRT,6/4/24 03:00,6/4/24 04:00,0
Portugal,PRT,6/4/24 04:00,6/4/24 05:00,0
Portugal,PRT,6/4/24 05:00,6/4/24 06:00,0
Portugal,PRT,6/4/24 06:00,6/4/24 07:00,0
Portugal,PRT,6/4/24 07:00,6/4/24 08:00,0
Portugal,PRT,6/4/24 08:00,6/4/24 09:00,-0.01
Portugal,PRT,6/4/24 09:00,6/4/24 10:00,-0.01
Portugal,PRT,6/4/24 10:00,6/4/24 11:00,-0.01
Portugal,PRT,6/4/24 11:00,6/4/24 12:00,-0.01
Portugal,PRT,6/4/24 12:00,6/4/24 13:00,-0.01
Portugal,PRT,6/4/24 13:00,6/4/24 14:00,-0.01
Portugal,PRT,6/4/24 14:00,6/4/24 15:00,-0.01
Portugal,PRT,6/4/24 15:00,6/4/24 16:00,-0.01
Portugal,PRT,6/4/24 16:00,6/4/24 17:00,0
Portugal,PRT,6/4/24 17:00,6/4/24 18:00,0.01
Portugal,PRT,6/4/24 18:00,6/4/24 19:00,3.25
Portugal,PRT,6/4/24 19:00,6/4/24 20:00,8
Portugal,PRT,6/4/24 20:00,6/4/24 21:00,3.44
Portugal,PRT,6/4/24 21:00,6/4/24 22:00,3.25
Portugal,PRT,6/4/24 22:00,6/4/24 23:00,0.97
Portugal,PRT,6/4/24 23:00,7/4/24 00:00,0.15
Portugal,PRT,7/4/24 00:00,7/4/24 01:00,0
Portugal,PRT,7/4/24 01:00,7/4/24 02:00,0
Portugal,PRT,7/4/24 02:00,7/4/24 03:00,0
Portugal,PRT,7/4/24 03:00,7/4/24 04:00,0
Portugal,PRT,7/4/24 04:00,7/4/24 05:00,0
Portugal,PRT,7/4/24 05:00,7/4/24 06:00,0
Portugal,PRT,7/4/24 06:00,7/4/24 07:00,0
Portugal,PRT,7/4/24 07:00,7/4/24 08:00,0
Portugal,PRT,7/4/24 08:00,7/4/24 09:00,0
