Country,ISO3 Code,Datetime (UTC),Datetime (Local),Price (EUR/MWhe)
Portugal,PRT,1/1/24 00:00,1/1/24 00:00,50.09
Portugal,PRT,1/1/24 01:00,1/1/24 01:00,47.5
Portugal,PRT,1/1/24 02:00,1/1/24 02:00,43.5
Portugal,PRT,1/1/24 03:00,1/1/24 03:00,42.5
Portugal,PRT,1/1/24 04:00,1/1/24 04:00,42.09
Portugal,PRT,1/1/24 05:00,1/1/24 05:00,42.5
Portugal,PRT,1/1/24 06:00,1/1/24 06:00,42.59
Portugal,PRT,1/1/24 07:00,1/1/24 07:00,43.37
Portugal,PRT,1/1/24 08:00,1/1/24 08:00,42.29
Portugal,PRT,1/1/24 09:00,1/1/24 09:00,35.61
Portugal,PRT,1/1/24 10:00,1/1/24 10:00,29.8
Portugal,PRT,1/1/24 11:00,1/1/24 11:00,3.2
Portugal,PRT,1/1/24 12:00,1/1/24 12:00,2.06
Portugal,PRT,1/1/24 13:00,1/1/24 13:00,1.73
Portugal,PRT,1/1/24 14:00,1/1/24 14:00,5.72
Portugal,PRT,1/1/24 15:00,1/1/24 15:00,18.49
Portugal,PRT,1/1/24 16:00,1/1/24 16:00,37
Portugal,PRT,1/1/24 17:00,1/1/24 17:00,47.5
Portugal,PRT,1/1/24 18:00,1/1/24 18:00,54.97
Portugal,PRT,1/1/24 19:00,1/1/24 19:00,60.9
Portugal,PRT,1/1/24 20:00,1/1/24 20:00,60
Portugal,PRT,1/1/24 21:00,1/1/24 21:00,47.5
Portugal,PRT,1/1/24 22:00,1/1/24 22:00,42.09
Portugal,PRT,1/1/24 23:00,1/1/24 23:00,37.8
Portugal,PRT,2/1/24 00:00,2/1/24 00:00,25.61
Portugal,PRT,2/1/24 01:00,2/1/24 01:00,20.61
Portugal,PRT,2/1/24 02:00,2/1/24 02:00,14.54
Portugal,PRT,2/1/24 03:00,2/1/24 03:00,13.21
Portugal,PRT,2/1/24 04:00,2/1/24 04:00,14.54
Portugal,PRT,2/1/24 05:00,2/1/24 05:00,36.29
Portugal,PRT,2/1/24 06:00,2/1/24 06:00,44.7
Portugal,PRT,2/1/24 07:00,2/1/24 07:00,53.78
Portugal,PRT,2/1/24 08:00,2/1/24 08:00,54.23
Portugal,PRT,2/1/24 09:00,2/1/24 09:00,50
Portugal,PRT,2/1/24 10:00,2/1/24 10:00,52.2
Portugal,PRT,2/1/24 11:00,2/1/24 11:00,45
Portugal,PRT,2/1/24 12:00,2/1/24 12:00,43
Portugal,PRT,2/1/24 13:00,2/1/24 13:00,43
Portugal,PRT,2/1/24 14:00,2/1/24 14:00,40.99
Portugal,PRT,2/1/24 15:00,2/1/24 15:00,43.66
Portugal,PRT,2/1/24 16:00,2/1/24 16:00,52.2
Portugal,PRT,2/1/24 17:00,2/1/24 17:00,57.77
Portugal,PRT,2/1/24 18:00,2/1/24 18:00,62.45
Portugal,PRT,2/1/24 19:00,2/1/24 19:00,58
Portugal,PRT,2/1/24 20:00,2/1/24 20:00,52.83
Portugal,PRT,2/1/24 21:00,2/1/24 21:00,46.26
Portugal,PRT,2/1/24 22:00,2/1/24 22:00,40.1
Portugal,PRT,2/1/24 23:00,2/1/24 23:00,6.8
Portugal,PRT,3/1/24 00:00,3/1/24 00:00,3.2
Portugal,PRT,3/1/24 01:00,3/1/24 01:00,3.2
Portugal,PRT,3/1/24 02:00,3/1/24 02:00,3.2
Portugal,PRT,3/1/24 03:00,3/1/24 03:00,3.2
Portugal,PRT,3/1/24 04:00,3/1/24 04:00,2.21
Portugal,PRT,3/1/24 05:00,3/1/24 05:00,4.78
Portugal,PRT,3/1/24 06:00,3/1/24 06:00,45.42
Portugal,PRT,3/1/24 07:00,3/1/24 07:00,61.92
Portugal,PRT,3/1/24 08:00,3/1/24 08:00,67
Portugal,PRT,3/1/24 09:00,3/1/24 09:00,63.6
Portugal,PRT,3/1/24 10:00,3/1/24 10:00,58.5
Portugal,PRT,3/1/24 11:00,3/1/24 11:00,63.6
Portugal,PRT,3/1/24 12:00,3/1/24 12:00,63.35
Portugal,PRT,3/1/24 13:00,3/1/24 13:00,63.6
Portugal,PRT,3/1/24 14:00,3/1/24 14:00,66.03
Portugal,PRT,3/1/24 15:00,3/1/24 15:00,67.52
Portugal,PRT,3/1/24 16:00,3/1/24 16:00,89.57
Portugal,PRT,3/1/24 17:00,3/1/24 17:00,94.2
Portugal,PRT,3/1/24 18:00,3/1/24 18:00,104.35
Portugal,PRT,3/1/24 19:00,3/1/24 19:00,113.26
Portugal,PRT,3/1/24 20:00,3/1/24 20:00,113.26
Portugal,PRT,3/1/24 21:00,3/1/24 21:00,94.2
Portugal,PRT,3/1/24 22:00,3/1/24 22:00,86.58
Portugal,PRT,3/1/24 23:00,3/1/24 23:00,90.39
Portugal,PRT,4/1/24 00:00,4/1/24 00:00,87
Portugal,PRT,4/1/24 01:00,4/1/24 01:00,80.21
Portugal,PRT,4/1/24 02:00,4/1/24 02:00,70.1
Portugal,PRT,4/1/24 03:00,4/1/24 03:00,66.86
Portugal,PRT,4/1/24 04:00,4/1/24 04:00,68.14
Portugal,PRT,4/1/24 05:00,4/1/24 05:00,86.74
Portugal,PRT,4/1/24 06:00,4/1/24 06:00,94.51
Portugal,PRT,4/1/24 07:00,4/1/24 07:00,96
Portugal,PRT,4/1/24 08:00,4/1/24 08:00,98.13
Portugal,PRT,4/1/24 09:00,4/1/24 09:00,95
Portugal,PRT,4/1/24 10:00,4/1/24 10:00,90.35
Portugal,PRT,4/1/24 11:00,4/1/24 11:00,89
Portugal,PRT,4/1/24 12:00,4/1/24 12:00,85.96
Portugal,PRT,4/1/24 13:00,4/1/24 13:00,92.11
Portugal,PRT,4/1/24 14:00,4/1/24 14:00,98.62
Portugal,PRT,4/1/24 15:00,4/1/24 15:00,99.5
Portugal,PRT,4/1/24 16:00,4/1/24 16:00,100
Portugal,PRT,4/1/24 17:00,4/1/24 17:00,102.57
Portugal,PRT,4/1/24 18:00,4/1/24 18:00,104
Portugal,PRT,4/1/24 19:00,4/1/24 19:00,105.18
Portugal,PRT,4/1/24 20:00,4/1/24 20:00,102.42
Portugal,PRT,4/1/24 21:00,4/1/24 21:00,99.41
Portugal,PRT,4/1/24 22:00,4/1/24 22:00,90.39
Portugal,PRT,4/1/24 23:00,4/1/24 23:00,86.08
Portugal,PRT,5/1/24 00:00,5/1/24 00:00,80.51
Portugal,PRT,5/1/24 01:00,5/1/24 01:00,77.01
Portugal,PRT,5/1/24 02:00,5/1/24 02:00,70.67
Portugal,PRT,5/1/24 03:00,5/1/24 03:00,61.1
Portugal,PRT,5/1/24 04:00,5/1/24 04:00,68.26
Portugal,PRT,5/1/24 05:00,5/1/24 05:00,75
Portugal,PRT,5/1/24 06:00,5/1/24 06:00,86.39
Portugal,PRT,5/1/24 07:00,5/1/24 07:00,90.88
Portugal,PRT,5/1/24 08:00,5/1/24 08:00,90
Portugal,PRT,5/1/24 09:00,5/1/24 09:00,76.47
Portugal,PRT,5/1/24 10:00,5/1/24 10:00,57.68
Portugal,PRT,5/1/24 11:00,5/1/24 11:00,45.87
Portugal,PRT,5/1/24 12:00,5/1/24 12:00,44.07
Portugal,PRT,5/1/24 13:00,5/1/24 13:00,40
Portugal,PRT,5/1/24 14:00,5/1/24 14:00,37.83
Portugal,PRT,5/1/24 15:00,5/1/24 15:00,44.37
Portugal,PRT,5/1/24 16:00,5/1/24 16:00,67
Portugal,PRT,5/1/24 17:00,5/1/24 17:00,75.47
Portugal,PRT,5/1/24 18:00,5/1/24 18:00,78.19
Portugal,PRT,5/1/24 19:00,5/1/24 19:00,79.94
Portugal,PRT,5/1/24 20:00,5/1/24 20:00,78.26
Portugal,PRT,5/1/24 21:00,5/1/24 21:00,75
Portugal,PRT,5/1/24 22:00,5/1/24 22:00,68
Portugal,PRT,5/1/24 23:00,5/1/24 23:00,52.5
Portugal,PRT,6/1/24 00:00,6/1/24 00:00,45
Portugal,PRT,6/1/24 01:00,6/1/24 01:00,44.2
Portugal,PRT,6/1/24 02:00,6/1/24 02:00,43.5
Portugal,PRT,6/1/24 03:00,6/1/24 03:00,23.99
Portugal,PRT,6/1/24 04:00,6/1/24 04:00,23.99
Portugal,PRT,6/1/24 05:00,6/1/24 05:00,30.51
Portugal,PRT,6/1/24 06:00,6/1/24 06:00,44.4
Portugal,PRT,6/1/24 07:00,6/1/24 07:00,45.8
Portugal,PRT,6/1/24 08:00,6/1/24 08:00,45
Portugal,PRT,6/1/24 09:00,6/1/24 09:00,25
Portugal,PRT,6/1/24 10:00,6/1/24 10:00,4
Portugal,PRT,6/1/24 11:00,6/1/24 11:00,3.2
Portugal,PRT,6/1/24 12:00,6/1/24 12:00,3.2
Portugal,PRT,6/1/24 13:00,6/1/24 13:00,3.2
Portugal,PRT,6/1/24 14:00,6/1/24 14:00,3.2
Portugal,PRT,6/1/24 15:00,6/1/24 15:00,25
Portugal,PRT,6/1/24 16:00,6/1/24 16:00,65
Portugal,PRT,6/1/24 17:00,6/1/24 17:00,85.96
Portugal,PRT,6/1/24 18:00,6/1/24 18:00,92.05
Portugal,PRT,6/1/24 19:00,6/1/24 19:00,92.14
Portugal,PRT,6/1/24 20:00,6/1/24 20:00,88
Portugal,PRT,6/1/24 21:00,6/1/24 21:00,86.57
Portugal,PRT,6/1/24 22:00,6/1/24 22:00,79.87
Portugal,PRT,6/1/24 23:00,6/1/24 23:00,84.08
Portugal,PRT,7/1/24 00:00,7/1/24 00:00,79.82
Portugal,PRT,7/1/24 01:00,7/1/24 01:00,76.76
Portugal,PRT,7/1/24 02:00,7/1/24 02:00,73.46
Portugal,PRT,7/1/24 03:00,7/1/24 03:00,71.86
Portugal,PRT,7/1/24 04:00,7/1/24 04:00,72.08
Portugal,PRT,7/1/24 05:00,7/1/24 05:00,74.9
Portugal,PRT,7/1/24 06:00,7/1/24 06:00,77.69
Portugal,PRT,7/1/24 07:00,7/1/24 07:00,81.79
Portugal,PRT,7/1/24 08:00,7/1/24 08:00,84.86
Portugal,PRT,7/1/24 09:00,7/1/24 09:00,61
Portugal,PRT,7/1/24 10:00,7/1/24 10:00,55.87
Portugal,PRT,7/1/24 11:00,7/1/24 11:00,50.6
Portugal,PRT,7/1/24 12:00,7/1/24 12:00,51.77
Portugal,PRT,7/1/24 13:00,7/1/24 13:00,49.98
Portugal,PRT,7/1/24 14:00,7/1/24 14:00,45.57
Portugal,PRT,7/1/24 15:00,7/1/24 15:00,60
Portugal,PRT,7/1/24 16:00,7/1/24 16:00,92.05
Portugal,PRT,7/1/24 17:00,7/1/24 17:00,104.85
Portugal,PRT,7/1/24 18:00,7/1/24 18:00,103.55
Portugal,PRT,7/1/24 19:00,7/1/24 19:00,100.5
Portugal,PRT,7/1/24 20:00,7/1/24 20:00,95.89
Portugal,PRT,7/1/24 21:00,7/1/24 21:00,91.17
Portugal,PRT,7/1/24 22:00,7/1/24 22:00,83.86
Portugal,PRT,7/1/24 23:00,7/1/24 23:00,90.35
Portugal,PRT,8/1/24 00:00,8/1/24 00:00,89.8
Portugal,PRT,8/1/24 01:00,8/1/24 01:00,88.2
Portugal,PRT,8/1/24 02:00,8/1/24 02:00,78.79
Portugal,PRT,8/1/24 03:00,8/1/24 03:00,78.43
Portugal,PRT,8/1/24 04:00,8/1/24 04:00,82.1
Portugal,PRT,8/1/24 05:00,8/1/24 05:00,94.3
Portugal,PRT,8/1/24 06:00,8/1/24 06:00,111.07
Portugal,PRT,8/1/24 07:00,8/1/24 07:00,120.4
Portugal,PRT,8/1/24 08:00,8/1/24 08:00,116.98
Portugal,PRT,8/1/24 09:00,8/1/24 09:00,110.57
Portugal,PRT,8/1/24 10:00,8/1/24 10:00,103
Portugal,PRT,8/1/24 11:00,8/1/24 11:00,95.46
Portugal,PRT,8/1/24 12:00,8/1/24 12:00,93.88
Portugal,PRT,8/1/24 13:00,8/1/24 13:00,100
Portugal,PRT,8/1/24 14:00,8/1/24 14:00,107.98
Portugal,PRT,8/1/24 15:00,8/1/24 15:00,115.27
Portugal,PRT,8/1/24 16:00,8/1/24 16:00,125.17
Portugal,PRT,8/1/24 17:00,8/1/24 17:00,129.99
Portugal,PRT,8/1/24 18:00,8/1/24 18:00,130
Portugal,PRT,8/1/24 19:00,8/1/24 19:00,133.28
Portugal,PRT,8/1/24 20:00,8/1/24 20:00,129.47
Portugal,PRT,8/1/24 21:00,8/1/24 21:00,115.42
Portugal,PRT,8/1/24 22:00,8/1/24 22:00,107.98
Portugal,PRT,8/1/24 23:00,8/1/24 23:00,98.92
Portugal,PRT,9/1/24 00:00,9/1/24 00:00,100
Portugal,PRT,9/1/24 01:00,9/1/24 01:00,98.43
Portugal,PRT,9/1/24 02:00,9/1/24 02:00,98.62
Portugal,PRT,9/1/24 03:00,9/1/24 03:00,97.15
Portugal,PRT,9/1/24 04:00,9/1/24 04:00,97.53
Portugal,PRT,9/1/24 05:00,9/1/24 05:00,102.79
Portugal,PRT,9/1/24 06:00,9/1/24 06:00,108.28
Portugal,PRT,9/1/24 07:00,9/1/24 07:00,122.55
Portugal,PRT,9/1/24 08:00,9/1/24 08:00,120.75
Portugal,PRT,9/1/24 09:00,9/1/24 09:00,110.32
Portugal,PRT,9/1/24 10:00,9/1/24 10:00,107.67
Portugal,PRT,9/1/24 11:00,9/1/24 11:00,107.01
Portugal,PRT,9/1/24 12:00,9/1/24 12:00,106.48
Portugal,PRT,9/1/24 13:00,9/1/24 13:00,107.07
Portugal,PRT,9/1/24 14:00,9/1/24 14:00,114.75
Portugal,PRT,9/1/24 15:00,9/1/24 15:00,124.29
Portugal,PRT,9/1/24 16:00,9/1/24 16:00,137.35
Portugal,PRT,9/1/24 17:00,9/1/24 17:00,137
Portugal,PRT,9/1/24 18:00,9/1/24 18:00,138.95
Portugal,PRT,9/1/24 19:00,9/1/24 19:00,148.01
Portugal,PRT,9/1/24 20:00,9/1/24 20:00,130
Portugal,PRT,9/1/24 21:00,9/1/24 21:00,111.86
Portugal,PRT,9/1/24 22:00,9/1/24 22:00,106.11
Portugal,PRT,9/1/24 23:00,9/1/24 23:00,92.33
Portugal,PRT,10/1/24 00:00,10/1/24 00:00,90.12
Portugal,PRT,10/1/24 01:00,10/1/24 01:00,87.01
Portugal,PRT,10/1/24 02:00,10/1/24 02:00,85.8
Portugal,PRT,10/1/24 03:00,10/1/24 03:00,85
Portugal,PRT,10/1/24 04:00,10/1/24 04:00,86.3
Portugal,PRT,10/1/24 05:00,10/1/24 05:00,95
Portugal,PRT,10/1/24 06:00,10/1/24 06:00,103.94
Portugal,PRT,10/1/24 07:00,10/1/24 07:00,121.4
Portugal,PRT,10/1/24 08:00,10/1/24 08:00,121.4
Portugal,PRT,10/1/24 09:00,10/1/24 09:00,105.38
Portugal,PRT,10/1/24 10:00,10/1/24 10:00,102.97
Portugal,PRT,10/1/24 11:00,10/1/24 11:00,99.99
Portugal,PRT,10/1/24 12:00,10/1/24 12:00,98.5
Portugal,PRT,10/1/24 13:00,10/1/24 13:00,94.76
Portugal,PRT,10/1/24 14:00,10/1/24 14:00,94.73
Portugal,PRT,10/1/24 15:00,10/1/24 15:00,99.37
Portugal,PRT,10/1/24 16:00,10/1/24 16:00,102.7
Portugal,PRT,10/1/24 17:00,10/1/24 17:00,111.29
Portugal,PRT,10/1/24 18:00,10/1/24 18:00,121.4
Portugal,PRT,10/1/24 19:00,10/1/24 19:00,120
Portugal,PRT,10/1/24 20:00,10/1/24 20:00,107.71
Portugal,PRT,10/1/24 21:00,10/1/24 21:00,101.32
Portugal,PRT,10/1/24 22:00,10/1/24 22:00,92.68
Portugal,PRT,10/1/24 23:00,10/1/24 23:00,91.75
Portugal,PRT,11/1/24 00:00,11/1/24 00:00,86.18
Portugal,PRT,11/1/24 01:00,11/1/24 01:00,82.1
Portugal,PRT,11/1/24 02:00,11/1/24 02:00,80
Portugal,PRT,11/1/24 03:00,11/1/24 03:00,79.6
Portugal,PRT,11/1/24 04:00,11/1/24 04:00,81.1
Portugal,PRT,11/1/24 05:00,11/1/24 05:00,85.91
Portugal,PRT,11/1/24 06:00,11/1/24 06:00,102.05
Portugal,PRT,11/1/24 07:00,11/1/24 07:00,113.84
Portugal,PRT,11/1/24 08:00,11/1/24 08:00,110
Portugal,PRT,11/1/24 09:00,11/1/24 09:00,97.63
Portugal,PRT,11/1/24 10:00,11/1/24 10:00,86.18
Portugal,PRT,11/1/24 11:00,11/1/24 11:00,83.89
Portugal,PRT,11/1/24 12:00,11/1/24 12:00,82.18
Portugal,PRT,11/1/24 13:00,11/1/24 13:00,83
Portugal,PRT,11/1/24 14:00,11/1/24 14:00,85
Portugal,PRT,11/1/24 15:00,11/1/24 15:00,97.63
Portugal,PRT,11/1/24 16:00,11/1/24 16:00,118.5
Portugal,PRT,11/1/24 17:00,11/1/24 17:00,128.93
Portugal,PRT,11/1/24 18:00,11/1/24 18:00,132.31
Portugal,PRT,11/1/24 19:00,11/1/24 19:00,117.93
Portugal,PRT,11/1/24 20:00,11/1/24 20:00,108.33
Portugal,PRT,11/1/24 21:00,11/1/24 21:00,100
Portugal,PRT,11/1/24 22:00,11/1/24 22:00,93.26
Portugal,PRT,11/1/24 23:00,11/1/24 23:00,88.98
Portugal,PRT,12/1/24 00:00,12/1/24 00:00,86.45
Portugal,PRT,12/1/24 01:00,12/1/24 01:00,84.99
Portugal,PRT,12/1/24 02:00,12/1/24 02:00,83
Portugal,PRT,12/1/24 03:00,12/1/24 03:00,83.14
Portugal,PRT,12/1/24 04:00,12/1/24 04:00,85
Portugal,PRT,12/1/24 05:00,12/1/24 05:00,89
Portugal,PRT,12/1/24 06:00,12/1/24 06:00,100
Portugal,PRT,12/1/24 07:00,12/1/24 07:00,104.77
Portugal,PRT,12/1/24 08:00,12/1/24 08:00,105
Portugal,PRT,12/1/24 09:00,12/1/24 09:00,100
Portugal,PRT,12/1/24 10:00,12/1/24 10:00,94.58
Portugal,PRT,12/1/24 11:00,12/1/24 11:00,92
Portugal,PRT,12/1/24 12:00,12/1/24 12:00,91.78
Portugal,PRT,12/1/24 13:00,12/1/24 13:00,90.1
Portugal,PRT,12/1/24 14:00,12/1/24 14:00,92.01
Portugal,PRT,12/1/24 15:00,12/1/24 15:00,100.98
Portugal,PRT,12/1/24 16:00,12/1/24 16:00,107.1
Portugal,PRT,12/1/24 17:00,12/1/24 17:00,126
Portugal,PRT,12/1/24 18:00,12/1/24 18:00,119.47
Portugal,PRT,12/1/24 19:00,12/1/24 19:00,110
Portugal,PRT,12/1/24 20:00,12/1/24 20:00,102.26
Portugal,PRT,12/1/24 21:00,12/1/24 21:00,98
Portugal,PRT,12/1/24 22:00,12/1/24 22:00,95.49
Portugal,PRT,12/1/24 23:00,12/1/24 23:00,90
Portugal,PRT,13/1/24 00:00,13/1/24 00:00,87.48
Portugal,PRT,13/1/24 01:00,13/1/24 01:00,82
Portugal,PRT,13/1/24 02:00,13/1/24 02:00,78.47
Portugal,PRT,13/1/24 03:00,13/1/24 03:00,75
Portugal,PRT,13/1/24 04:00,13/1/24 04:00,75
Portugal,PRT,13/1/24 05:00,13/1/24 05:00,78.3
Portugal,PRT,13/1/24 06:00,13/1/24 06:00,85.59
Portugal,PRT,13/1/24 07:00,13/1/24 07:00,90.99
Portugal,PRT,13/1/24 08:00,13/1/24 08:00,93.12
Portugal,PRT,13/1/24 09:00,13/1/24 09:00,90.93
Portugal,PRT,13/1/24 10:00,13/1/24 10:00,83.39
Portugal,PRT,13/1/24 11:00,13/1/24 11:00,73.96
Portugal,PRT,13/1/24 12:00,13/1/24 12:00,71.45
Portugal,PRT,13/1/24 13:00,13/1/24 13:00,74.51
Portugal,PRT,13/1/24 14:00,13/1/24 14:00,80.4
Portugal,PRT,13/1/24 15:00,13/1/24 15:00,91.23
Portugal,PRT,13/1/24 16:00,13/1/24 16:00,99.3
Portugal,PRT,13/1/24 17:00,13/1/24 17:00,105.31
Portugal,PRT,13/1/24 18:00,13/1/24 18:00,103.14
Portugal,PRT,13/1/24 19:00,13/1/24 19:00,100
Portugal,PRT,13/1/24 20:00,13/1/24 20:00,97.61
Portugal,PRT,13/1/24 21:00,13/1/24 21:00,93.12
Portugal,PRT,13/1/24 22:00,13/1/24 22:00,90
Portugal,PRT,13/1/24 23:00,13/1/24 23:00,86.1
Portugal,PRT,14/1/24 00:00,14/1/24 00:00,82.78
Portugal,PRT,14/1/24 01:00,14/1/24 01:00,78.66
Portugal,PRT,14/1/24 02:00,14/1/24 02:00,72.53
Portugal,PRT,14/1/24 03:00,14/1/24 03:00,69.34
Portugal,PRT,14/1/24 04:00,14/1/24 04:00,69.13
Portugal,PRT,14/1/24 05:00,14/1/24 05:00,69.71
Portugal,PRT,14/1/24 06:00,14/1/24 06:00,72.95
Portugal,PRT,14/1/24 07:00,14/1/24 07:00,77.9
Portugal,PRT,14/1/24 08:00,14/1/24 08:00,79.45
Portugal,PRT,14/1/24 09:00,14/1/24 09:00,74.69
Portugal,PRT,14/1/24 10:00,14/1/24 10:00,69
Portugal,PRT,14/1/24 11:00,14/1/24 11:00,67.8
Portugal,PRT,14/1/24 12:00,14/1/24 12:00,65.4
Portugal,PRT,14/1/24 13:00,14/1/24 13:00,63.1
Portugal,PRT,14/1/24 14:00,14/1/24 14:00,62.3
Portugal,PRT,14/1/24 15:00,14/1/24 15:00,65.13
Portugal,PRT,14/1/24 16:00,14/1/24 16:00,72.84
Portugal,PRT,14/1/24 17:00,14/1/24 17:00,86.18
Portugal,PRT,14/1/24 18:00,14/1/24 18:00,92.01
Portugal,PRT,14/1/24 19:00,14/1/24 19:00,86.03
Portugal,PRT,14/1/24 20:00,14/1/24 20:00,84.49
Portugal,PRT,14/1/24 21:00,14/1/24 21:00,82.97
Portugal,PRT,14/1/24 22:00,14/1/24 22:00,72.52
Portugal,PRT,14/1/24 23:00,14/1/24 23:00,77.7
Portugal,PRT,15/1/24 00:00,15/1/24 00:00,67
Portugal,PRT,15/1/24 01:00,15/1/24 01:00,64.99
Portugal,PRT,15/1/24 02:00,15/1/24 02:00,62.04
Portugal,PRT,15/1/24 03:00,15/1/24 03:00,62.1
Portugal,PRT,15/1/24 04:00,15/1/24 04:00,65.1
Portugal,PRT,15/1/24 05:00,15/1/24 05:00,69.13
Portugal,PRT,15/1/24 06:00,15/1/24 06:00,86.74
Portugal,PRT,15/1/24 07:00,15/1/24 07:00,99.52
Portugal,PRT,15/1/24 08:00,15/1/24 08:00,100.33
Portugal,PRT,15/1/24 09:00,15/1/24 09:00,94.92
Portugal,PRT,15/1/24 10:00,15/1/24 10:00,90.3
Portugal,PRT,15/1/24 11:00,15/1/24 11:00,85.7
Portugal,PRT,15/1/24 12:00,15/1/24 12:00,82.41
Portugal,PRT,15/1/24 13:00,15/1/24 13:00,84.99
Portugal,PRT,15/1/24 14:00,15/1/24 14:00,90.1
Portugal,PRT,15/1/24 15:00,15/1/24 15:00,95.82
Portugal,PRT,15/1/24 16:00,15/1/24 16:00,100
Portugal,PRT,15/1/24 17:00,15/1/24 17:00,112.85
Portugal,PRT,15/1/24 18:00,15/1/24 18:00,113.9
Portugal,PRT,15/1/24 19:00,15/1/24 19:00,107.58
Portugal,PRT,15/1/24 20:00,15/1/24 20:00,100
Portugal,PRT,15/1/24 21:00,15/1/24 21:00,97.21
Portugal,PRT,15/1/24 22:00,15/1/24 22:00,91
Portugal,PRT,15/1/24 23:00,15/1/24 23:00,86.59
Portugal,PRT,16/1/24 00:00,16/1/24 00:00,83.33
Portugal,PRT,16/1/24 01:00,16/1/24 01:00,80.94
Portugal,PRT,16/1/24 02:00,16/1/24 02:00,78.65
Portugal,PRT,16/1/24 03:00,16/1/24 03:00,78.35
Portugal,PRT,16/1/24 04:00,16/1/24 04:00,80.37
Portugal,PRT,16/1/24 05:00,16/1/24 05:00,85
Portugal,PRT,16/1/24 06:00,16/1/24 06:00,85
Portugal,PRT,16/1/24 07:00,16/1/24 07:00,88
Portugal,PRT,16/1/24 08:00,16/1/24 08:00,99.98
Portugal,PRT,16/1/24 09:00,16/1/24 09:00,99.28
Portugal,PRT,16/1/24 10:00,16/1/24 10:00,91.69
Portugal,PRT,16/1/24 11:00,16/1/24 11:00,93
Portugal,PRT,16/1/24 12:00,16/1/24 12:00,89.42
Portugal,PRT,16/1/24 13:00,16/1/24 13:00,90
Portugal,PRT,16/1/24 14:00,16/1/24 14:00,88
Portugal,PRT,16/1/24 15:00,16/1/24 15:00,84.88
Portugal,PRT,16/1/24 16:00,16/1/24 16:00,88
Portugal,PRT,16/1/24 17:00,16/1/24 17:00,89.02
Portugal,PRT,16/1/24 18:00,16/1/24 18:00,94.82
Portugal,PRT,16/1/24 19:00,16/1/24 19:00,99.78
Portugal,PRT,16/1/24 20:00,16/1/24 20:00,88.75
Portugal,PRT,16/1/24 21:00,16/1/24 21:00,75.99
Portugal,PRT,16/1/24 22:00,16/1/24 22:00,60
Portugal,PRT,16/1/24 23:00,16/1/24 23:00,19.13
Portugal,PRT,17/1/24 00:00,17/1/24 00:00,15.93
Portugal,PRT,17/1/24 01:00,17/1/24 01:00,6
Portugal,PRT,17/1/24 02:00,17/1/24 02:00,4.9
Portugal,PRT,17/1/24 03:00,17/1/24 03:00,4.9
Portugal,PRT,17/1/24 04:00,17/1/24 04:00,5
Portugal,PRT,17/1/24 05:00,17/1/24 05:00,16.7
Portugal,PRT,17/1/24 06:00,17/1/24 06:00,44.2
Portugal,PRT,17/1/24 07:00,17/1/24 07:00,45.5
Portugal,PRT,17/1/24 08:00,17/1/24 08:00,45.5
Portugal,PRT,17/1/24 09:00,17/1/24 09:00,44.8
Portugal,PRT,17/1/24 10:00,17/1/24 10:00,34.52
Portugal,PRT,17/1/24 11:00,17/1/24 11:00,17.29
Portugal,PRT,17/1/24 12:00,17/1/24 12:00,12.99
Portugal,PRT,17/1/24 13:00,17/1/24 13:00,5.1
Portugal,PRT,17/1/24 14:00,17/1/24 14:00,5
Portugal,PRT,17/1/24 15:00,17/1/24 15:00,18.38
Portugal,PRT,17/1/24 16:00,17/1/24 16:00,43.5
Portugal,PRT,17/1/24 17:00,17/1/24 17:00,45.4
Portugal,PRT,17/1/24 18:00,17/1/24 18:00,49.1
Portugal,PRT,17/1/24 19:00,17/1/24 19:00,54.88
Portugal,PRT,17/1/24 20:00,17/1/24 20:00,46.8
Portugal,PRT,17/1/24 21:00,17/1/24 21:00,43.37
Portugal,PRT,17/1/24 22:00,17/1/24 22:00,18.03
Portugal,PRT,17/1/24 23:00,17/1/24 23:00,3.2
Portugal,PRT,18/1/24 00:00,18/1/24 00:00,3.2
Portugal,PRT,18/1/24 01:00,18/1/24 01:00,1.68
Portugal,PRT,18/1/24 02:00,18/1/24 02:00,0.43
Portugal,PRT,18/1/24 03:00,18/1/24 03:00,0.99
Portugal,PRT,18/1/24 04:00,18/1/24 04:00,3.2
Portugal,PRT,18/1/24 05:00,18/1/24 05:00,3.2
Portugal,PRT,18/1/24 06:00,18/1/24 06:00,30.1
Portugal,PRT,18/1/24 07:00,18/1/24 07:00,47.19
Portugal,PRT,18/1/24 08:00,18/1/24 08:00,55.77
Portugal,PRT,18/1/24 09:00,18/1/24 09:00,45.27
Portugal,PRT,18/1/24 10:00,18/1/24 10:00,43.66
Portugal,PRT,18/1/24 11:00,18/1/24 11:00,39.19
Portugal,PRT,18/1/24 12:00,18/1/24 12:00,35
Portugal,PRT,18/1/24 13:00,18/1/24 13:00,35.3
Portugal,PRT,18/1/24 14:00,18/1/24 14:00,45.4
Portugal,PRT,18/1/24 15:00,18/1/24 15:00,62.17
Portugal,PRT,18/1/24 16:00,18/1/24 16:00,96.02
Portugal,PRT,18/1/24 17:00,18/1/24 17:00,103.71
Portugal,PRT,18/1/24 18:00,18/1/24 18:00,99.6
