trial,score,price_model,price_omie,p10_model,p10_omie,p50_model,p50_omie,p90_model,p90_omie,zero_model,zero_omie,ccgt_pct,vre_pct,hydro_uplift,hydro_disp,hydro_disp_real,fr_price_m,fr_price_r,pt_price_m,pt_price_r,fr_flow,fr_flow_target,pt_flow,pt_flow_target,elapsed_s,T1_mid,T2_mid,T3_mid,T4_mid,es_scale_p1,fr_scale_p1,pt_scale_p1,es_scale_p13,fr_scale_p13,pt_scale_p13,es_scale_p25,fr_scale_p25,pt_scale_p25,es_scale_p37,fr_scale_p37,pt_scale_p37,es_scale_p49,fr_scale_p49,pt_scale_p49,es_scale_p61,fr_scale_p61,pt_scale_p61,es_scale_p73,fr_scale_p73,pt_scale_p73,es_scale_p85,fr_scale_p85,pt_scale_p85,es_scale_p97,fr_scale_p97,pt_scale_p97,es_scale_p109,fr_scale_p109,pt_scale_p109,es_scale_p121,fr_scale_p121,pt_scale_p121,es_scale_p133,fr_scale_p133,pt_scale_p133,es_scale_p145,fr_scale_p145,pt_scale_p145,es_scale_p157,fr_scale_p157,pt_scale_p157,es_scale_p169,fr_scale_p169,pt_scale_p169,es_scale_p181,fr_scale_p181,pt_scale_p181,es_scale_p193,fr_scale_p193,pt_scale_p193,es_scale_p205,fr_scale_p205,pt_scale_p205,es_scale_p217,fr_scale_p217,pt_scale_p217,es_scale_p229,fr_scale_p229,pt_scale_p229,es_scale_p241,fr_scale_p241,pt_scale_p241,es_scale_p253,fr_scale_p253,pt_scale_p253,es_scale_p265,fr_scale_p265,pt_scale_p265,es_scale_p277,fr_scale_p277,pt_scale_p277,es_scale_p289,fr_scale_p289,pt_scale_p289,es_scale_p301,fr_scale_p301,pt_scale_p301,es_scale_p313,fr_scale_p313,pt_scale_p313,es_scale_p325,fr_scale_p325,pt_scale_p325,es_scale_p337,fr_scale_p337,pt_scale_p337,es_scale_p349,fr_scale_p349,pt_scale_p349,es_scale_p361,fr_scale_p361,pt_scale_p361
1,3711.914819,79.12,65.57,51.5,34.8,84.4,71.0,97.0,101.2,0.16129032258064516,10.0,89.1,0.2,3.4,499.7,243.9,82.7,59.6,81.7,66.0,-18.0,370.0,-777.0,-1358.0,3533.0,0.878,0.796,0.677,0.542,1.297,0.694,1.576,1.352,0.864,1.02,1.569,0.762,1.457,1.173,1.128,1.364,1.506,0.677,0.873,0.704,1.567,0.921,1.19,1.128,1.372,1.224,1.256,0.614,1.573,0.837,1.247,1.406,1.333,1.022,0.998,0.616,0.844,1.533,0.705,1.266,1.268,0.729,1.526,1.432,1.471,0.818,1.207,0.959,1.189,0.94,0.994,0.756,0.909,1.48,0.843,0.977,0.786,0.76,1.59,1.463,1.151,0.974,1.372,1.271,1.114,1.474,1.427,0.968,0.888,1.014,1.585,1.225,0.751,0.829,1.542,1.195,1.224,1.073,1.449,1.014,0.727,1.114,1.226,1.576,1.293,1.335,1.077,1.417,1.565,1.34,1.058,1.123,0.801,1.192,1.173,0.652,0.891
